timestamp,date,hour,day_of_week,is_weekend,gpu_id,gpu_model,tdp_watts,user,user_role,job_id,job_type,gpu_util,mem_util,power_draw,temperature,node,partition
2024-01-01 04:00:00,2024-01-01,4,0,False,gpu-v100-02,V100-32GB,300,idle,none,,idle,5.9,4.5,45.0,42.3,node-v100,gpu-v100
2024-01-01 04:00:00,2024-01-01,4,0,False,gpu-v100-03,V100-32GB,300,idle,none,,idle,4.3,3.3,45.0,29.8,node-v100,gpu-v100
2024-01-01 04:00:00,2024-01-01,4,0,False,gpu-v100-04,V100-32GB,300,idle,none,,idle,4.0,4.6,45.0,34.9,node-v100,gpu-v100
2024-01-01 04:00:00,2024-01-01,4,0,False,gpu-rtx-01,RTX3090,350,idle,none,,idle,3.9,4.9,52.5,30.2,node-rtx,gpu-rtx
2024-01-01 04:00:00,2024-01-01,4,0,False,gpu-rtx-02,RTX3090,350,idle,none,,idle,0.0,4.1,52.5,32.6,node-rtx,gpu-rtx
2024-01-01 04:00:00,2024-01-01,4,0,False,gpu-rtx-03,RTX3090,350,idle,none,,idle,3.4,2.5,52.5,32.9,node-rtx,gpu-rtx
2024-01-01 04:00:00,2024-01-01,4,0,False,gpu-rtx-04,RTX3090,350,idle,none,,idle,3.8,3.2,52.5,33.1,node-rtx,gpu-rtx
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-a100-01,A100-80GB,400,idle,none,,idle,3.1,2.7,60.0,33.3,node-a100,gpu-a100
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-a100-02,A100-80GB,400,idle,none,,idle,4.1,7.2,60.0,36.0,node-a100,gpu-a100
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-a100-03,A100-80GB,400,idle,none,,idle,0.2,3.1,60.0,31.7,node-a100,gpu-a100
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-a100-04,A100-80GB,400,idle,none,,idle,4.0,6.0,60.0,44.4,node-a100,gpu-a100
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-v100-01,V100-32GB,300,idle,none,,idle,4.1,7.3,45.0,35.8,node-v100,gpu-v100
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-v100-02,V100-32GB,300,idle,none,,idle,4.3,4.4,45.0,35.3,node-v100,gpu-v100
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-v100-03,V100-32GB,300,idle,none,,idle,1.5,4.5,45.0,29.6,node-v100,gpu-v100
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-v100-04,V100-32GB,300,phd_park,PhD,10000.0,cv_training,75.8,56.5,242.0,78.2,node-v100,gpu-v100
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-rtx-01,RTX3090,350,idle,none,,idle,2.1,7.2,52.5,31.6,node-rtx,gpu-rtx
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-rtx-02,RTX3090,350,idle,none,,idle,0.8,3.6,52.5,32.6,node-rtx,gpu-rtx
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-rtx-03,RTX3090,350,idle,none,,idle,1.5,5.4,52.5,31.2,node-rtx,gpu-rtx
2024-01-01 05:00:00,2024-01-01,5,0,False,gpu-rtx-04,RTX3090,350,idle,none,,idle,1.7,9.3,52.5,33.1,node-rtx,gpu-rtx
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-a100-01,A100-80GB,400,idle,none,,idle,0.0,5.4,60.0,28.0,node-a100,gpu-a100
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-a100-02,A100-80GB,400,idle,none,,idle,4.7,3.4,60.0,32.9,node-a100,gpu-a100
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-a100-03,A100-80GB,400,idle,none,,idle,4.0,6.7,60.0,29.2,node-a100,gpu-a100
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-a100-04,A100-80GB,400,idle,none,,idle,2.3,4.1,60.0,29.7,node-a100,gpu-a100
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-v100-01,V100-32GB,300,idle,none,,idle,6.5,5.8,45.0,30.8,node-v100,gpu-v100
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-v100-02,V100-32GB,300,idle,none,,idle,4.8,9.2,45.0,36.5,node-v100,gpu-v100
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-v100-03,V100-32GB,300,idle,none,,idle,0.0,4.0,45.0,33.8,node-v100,gpu-v100
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-v100-04,V100-32GB,300,idle,none,,idle,1.6,5.9,45.0,33.4,node-v100,gpu-v100
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-rtx-01,RTX3090,350,idle,none,,idle,1.1,4.9,52.5,21.1,node-rtx,gpu-rtx
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-rtx-02,RTX3090,350,idle,none,,idle,1.0,4.5,52.5,26.9,node-rtx,gpu-rtx
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-rtx-03,RTX3090,350,idle,none,,idle,6.3,2.1,52.5,33.1,node-rtx,gpu-rtx
2024-01-01 06:00:00,2024-01-01,6,0,False,gpu-rtx-04,RTX3090,350,idle,none,,idle,3.3,7.9,52.5,28.0,node-rtx,gpu-rtx
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-a100-01,A100-80GB,400,idle,none,,idle,5.3,5.0,60.0,30.8,node-a100,gpu-a100
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-a100-02,A100-80GB,400,prof_kim,PI,10000.0,nlp_finetuning,64.6,45.6,286.8,74.1,node-a100,gpu-a100
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-a100-03,A100-80GB,400,idle,none,,idle,3.2,6.3,60.0,37.0,node-a100,gpu-a100
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-a100-04,A100-80GB,400,idle,none,,idle,0.5,9.3,60.0,24.5,node-a100,gpu-a100
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-v100-01,V100-32GB,300,undergrad_lim,Undergrad,10000.0,cv_training,77.8,51.4,246.7,83.8,node-v100,gpu-v100
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-v100-02,V100-32GB,300,ms_han,Masters,10000.0,llm_training,80.1,53.1,252.2,88.6,node-v100,gpu-v100
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-v100-03,V100-32GB,300,prof_kim,PI,10000.0,nlp_finetuning,69.0,49.8,225.6,80.7,node-v100,gpu-v100
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-v100-04,V100-32GB,300,idle,none,,idle,4.3,3.3,45.0,31.3,node-v100,gpu-v100
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-rtx-01,RTX3090,350,idle,none,,idle,4.5,6.2,52.5,33.1,node-rtx,gpu-rtx
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-rtx-02,RTX3090,350,idle,none,,idle,3.2,7.6,52.5,30.5,node-rtx,gpu-rtx
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-rtx-03,RTX3090,350,phd_lee,PhD,10000.0,interactive,7.8,11.0,91.9,38.0,node-rtx,gpu-rtx
2024-01-01 07:00:00,2024-01-01,7,0,False,gpu-rtx-04,RTX3090,350,idle,none,,idle,4.6,7.6,52.5,33.3,node-rtx,gpu-rtx
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-a100-01,A100-80GB,400,idle,none,,idle,4.4,4.4,60.0,34.0,node-a100,gpu-a100
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-a100-02,A100-80GB,400,idle,none,,idle,2.7,5.2,60.0,33.7,node-a100,gpu-a100
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-a100-03,A100-80GB,400,idle,none,,idle,1.4,9.2,60.0,27.9,node-a100,gpu-a100
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-a100-04,A100-80GB,400,idle,none,,idle,0.6,7.3,60.0,32.8,node-a100,gpu-a100
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-v100-01,V100-32GB,300,ms_han,Masters,10000.0,hyperparameter,39.9,23.4,155.7,58.1,node-v100,gpu-v100
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-v100-02,V100-32GB,300,idle,none,,idle,1.6,7.0,45.0,30.7,node-v100,gpu-v100
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-v100-03,V100-32GB,300,idle,none,,idle,1.3,4.4,45.0,32.2,node-v100,gpu-v100
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-v100-04,V100-32GB,300,idle,none,,idle,1.9,3.4,45.0,32.0,node-v100,gpu-v100
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-rtx-01,RTX3090,350,prof_kim,PI,10000.0,nlp_finetuning,55.3,39.9,224.8,64.4,node-rtx,gpu-rtx
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-rtx-02,RTX3090,350,idle,none,,idle,0.2,3.6,52.5,29.5,node-rtx,gpu-rtx
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-rtx-03,RTX3090,350,ms_jung,Masters,10000.0,nlp_finetuning,68.6,47.2,262.0,77.9,node-rtx,gpu-rtx
2024-01-01 08:00:00,2024-01-01,8,0,False,gpu-rtx-04,RTX3090,350,idle,none,,idle,1.0,5.0,52.5,29.8,node-rtx,gpu-rtx
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-a100-01,A100-80GB,400,prof_kim,PI,10000.0,llm_training,88.2,57.6,362.3,93.3,node-a100,gpu-a100
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-a100-02,A100-80GB,400,idle,none,,idle,6.1,4.8,60.0,35.5,node-a100,gpu-a100
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-a100-03,A100-80GB,400,phd_lee,PhD,10000.0,inference_test,17.2,12.1,135.2,42.4,node-a100,gpu-a100
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-a100-04,A100-80GB,400,visitor_wang,Visitor,10000.0,cv_training,67.3,54.3,295.3,80.0,node-a100,gpu-a100
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-v100-01,V100-32GB,300,phd_park,PhD,10000.0,nlp_finetuning,68.7,49.0,224.9,84.7,node-v100,gpu-v100
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-v100-02,V100-32GB,300,phd_lee,PhD,10000.0,llm_training,76.9,43.2,244.6,82.3,node-v100,gpu-v100
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-v100-03,V100-32GB,300,idle,none,,idle,1.5,5.3,45.0,32.1,node-v100,gpu-v100
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-v100-04,V100-32GB,300,idle,none,,idle,6.8,6.9,45.0,33.0,node-v100,gpu-v100
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-rtx-01,RTX3090,350,ms_jung,Masters,10000.0,llm_training,71.8,59.4,271.0,83.8,node-rtx,gpu-rtx
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-rtx-02,RTX3090,350,idle,none,,idle,2.1,1.6,52.5,35.5,node-rtx,gpu-rtx
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-rtx-03,RTX3090,350,idle,none,,idle,2.8,7.5,52.5,27.2,node-rtx,gpu-rtx
2024-01-01 09:00:00,2024-01-01,9,0,False,gpu-rtx-04,RTX3090,350,prof_kim,PI,10000.0,inference_test,9.0,6.3,95.2,36.4,node-rtx,gpu-rtx
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-a100-01,A100-80GB,400,ms_jung,Masters,10000.0,interactive,5.5,7.0,97.6,30.6,node-a100,gpu-a100
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-a100-02,A100-80GB,400,visitor_wang,Visitor,10000.0,nlp_finetuning,58.6,44.6,267.4,67.6,node-a100,gpu-a100
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-a100-03,A100-80GB,400,phd_choi,PhD,10000.0,cv_training,78.3,51.1,330.6,89.5,node-a100,gpu-a100
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-a100-04,A100-80GB,400,phd_park,PhD,10000.0,inference_test,16.2,21.6,131.7,46.6,node-a100,gpu-a100
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-v100-01,V100-32GB,300,undergrad_oh,Undergrad,10000.0,cv_training,81.5,63.9,255.5,84.1,node-v100,gpu-v100
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-v100-02,V100-32GB,300,prof_kim,PI,10000.0,llm_training,91.9,69.6,280.5,89.0,node-v100,gpu-v100
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-v100-03,V100-32GB,300,phd_park,PhD,10000.0,cv_training,72.3,54.2,233.5,85.1,node-v100,gpu-v100
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-v100-04,V100-32GB,300,idle,none,,idle,3.1,8.3,45.0,28.1,node-v100,gpu-v100
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-rtx-01,RTX3090,350,idle,none,,idle,0.0,4.9,52.5,31.2,node-rtx,gpu-rtx
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-rtx-02,RTX3090,350,idle,none,,idle,2.9,0.9,52.5,31.8,node-rtx,gpu-rtx
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-rtx-03,RTX3090,350,phd_choi,PhD,10000.0,llm_training,88.7,57.4,318.3,90.5,node-rtx,gpu-rtx
2024-01-01 10:00:00,2024-01-01,10,0,False,gpu-rtx-04,RTX3090,350,undergrad_oh,Undergrad,10000.0,cv_training,64.4,40.2,250.3,76.6,node-rtx,gpu-rtx
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-a100-01,A100-80GB,400,phd_lee,PhD,10000.0,llm_training,79.7,51.8,335.0,85.5,node-a100,gpu-a100
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-a100-02,A100-80GB,400,idle,none,,idle,0.9,3.9,60.0,27.1,node-a100,gpu-a100
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-a100-03,A100-80GB,400,phd_park,PhD,10000.0,nlp_finetuning,53.0,38.2,249.6,66.8,node-a100,gpu-a100
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-a100-04,A100-80GB,400,ms_han,Masters,10000.0,nlp_finetuning,57.8,37.8,264.9,68.7,node-a100,gpu-a100
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-v100-01,V100-32GB,300,phd_park,PhD,10000.0,cv_training,59.8,48.7,203.6,76.8,node-v100,gpu-v100
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-v100-02,V100-32GB,300,prof_kim,PI,10000.0,llm_training,82.5,60.6,258.0,88.7,node-v100,gpu-v100
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-v100-03,V100-32GB,300,idle,none,,idle,9.2,7.2,45.0,36.0,node-v100,gpu-v100
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-v100-04,V100-32GB,300,phd_choi,PhD,10000.0,llm_training,75.4,49.0,241.1,78.5,node-v100,gpu-v100
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-rtx-01,RTX3090,350,prof_kim,PI,10000.0,cv_training,68.5,42.6,261.9,83.0,node-rtx,gpu-rtx
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-rtx-02,RTX3090,350,ms_han,Masters,10000.0,cv_training,83.8,59.1,304.7,86.1,node-rtx,gpu-rtx
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-rtx-03,RTX3090,350,phd_choi,PhD,10000.0,nlp_finetuning,49.6,33.8,209.0,62.1,node-rtx,gpu-rtx
2024-01-01 11:00:00,2024-01-01,11,0,False,gpu-rtx-04,RTX3090,350,idle,none,,idle,0.2,6.9,52.5,35.9,node-rtx,gpu-rtx
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-a100-01,A100-80GB,400,phd_park,PhD,10000.0,interactive,0.0,2.8,80.0,28.0,node-a100,gpu-a100
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-a100-02,A100-80GB,400,phd_lee,PhD,10000.0,llm_training,80.1,56.3,336.4,83.6,node-a100,gpu-a100
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-a100-03,A100-80GB,400,phd_park,PhD,10000.0,interactive,7.6,0.8,104.4,33.6,node-a100,gpu-a100
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-a100-04,A100-80GB,400,phd_lee,PhD,10000.0,nlp_finetuning,67.6,47.8,296.2,79.5,node-a100,gpu-a100
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-v100-01,V100-32GB,300,phd_choi,PhD,10000.0,llm_training,78.4,57.7,248.1,82.6,node-v100,gpu-v100
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-v100-02,V100-32GB,300,phd_park,PhD,10000.0,llm_training,67.0,48.2,220.7,74.2,node-v100,gpu-v100
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-v100-03,V100-32GB,300,idle,none,,idle,4.3,1.7,45.0,32.8,node-v100,gpu-v100
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-v100-04,V100-32GB,300,phd_choi,PhD,10000.0,llm_training,72.9,46.7,234.9,79.9,node-v100,gpu-v100
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-rtx-01,RTX3090,350,prof_kim,PI,10000.0,interactive,20.1,11.2,126.2,46.6,node-rtx,gpu-rtx
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-rtx-02,RTX3090,350,ms_jung,Masters,10000.0,nlp_finetuning,48.7,21.7,206.4,61.7,node-rtx,gpu-rtx
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-rtx-03,RTX3090,350,phd_lee,PhD,10000.0,inference_test,18.7,10.1,122.4,43.4,node-rtx,gpu-rtx
2024-01-01 12:00:00,2024-01-01,12,0,False,gpu-rtx-04,RTX3090,350,phd_choi,PhD,10000.0,hyperparameter,38.4,28.6,177.6,55.7,node-rtx,gpu-rtx
2024-01-01 13:00:00,2024-01-01,13,0,False,gpu-a100-01,A100-80GB,400,phd_lee,PhD,10000.0,llm_training,88.9,60.2,364.6,93.1,node-a100,gpu-a100
2024-01-01 13:00:00,2024-01-01,13,0,False,gpu-a100-02,A100-80GB,400,phd_park,PhD,10000.0,inference_test,35.8,31.0,194.4,53.8,node-a100,gpu-a100
2024-01-01 13:00:00,2024-01-01,13,0,False,gpu-a100-03,A100-80GB,400,phd_park,PhD,10000.0,cv_training,56.3,37.6,260.1,69.5,node-a100,gpu-a100
2024-01-01 13:00:00,2024-01-01,13,0,False,gpu-a100-04,A100-80GB,400,phd_lee,PhD,10000.0,inference_test,31.8,26.4,181.6,45.6,node-a100,gpu-a100
