timestamp,gpu_id,gpu_util_pct,power_watt,job_type,cost_per_hr
2024-01-01 03:00:00,gpu-06,8.7,179.6,idle,2.1
2024-01-01 03:00:00,gpu-07,9.3,171.6,idle,2.1
2024-01-01 03:00:00,gpu-08,1.4,121.8,idle,2.1
2024-01-01 04:00:00,gpu-01,10.4,165.0,inference,2.1
2024-01-01 04:00:00,gpu-02,0.8,135.4,idle,2.1
2024-01-01 04:00:00,gpu-03,3.7,153.4,idle,2.1
2024-01-01 04:00:00,gpu-04,7.7,155.4,idle,2.1
2024-01-01 04:00:00,gpu-05,10.6,171.4,inference,2.1
2024-01-01 04:00:00,gpu-06,8.6,168.9,idle,2.1
2024-01-01 04:00:00,gpu-07,9.1,187.9,idle,2.1
2024-01-01 04:00:00,gpu-08,5.9,157.7,idle,2.1
2024-01-01 05:00:00,gpu-01,6.3,152.4,idle,2.1
2024-01-01 05:00:00,gpu-02,1.3,126.9,idle,2.1
2024-01-01 05:00:00,gpu-03,0.4,108.0,idle,2.1
2024-01-01 05:00:00,gpu-04,6.1,165.8,idle,2.1
2024-01-01 05:00:00,gpu-05,10.9,177.8,inference,2.1
2024-01-01 05:00:00,gpu-06,9.1,157.6,idle,2.1
2024-01-01 05:00:00,gpu-07,2.7,133.8,idle,2.1
2024-01-01 05:00:00,gpu-08,1.9,127.0,idle,2.1
2024-01-01 06:00:00,gpu-01,42.9,373.8,inference,2.1
2024-01-01 06:00:00,gpu-02,41.1,370.2,inference,2.1
2024-01-01 06:00:00,gpu-03,39.1,360.6,inference,2.1
2024-01-01 06:00:00,gpu-04,41.9,364.7,inference,2.1
2024-01-01 06:00:00,gpu-05,24.5,259.8,inference,2.1
2024-01-01 06:00:00,gpu-06,27.8,277.6,inference,2.1
2024-01-01 06:00:00,gpu-07,39.5,322.8,inference,2.1
2024-01-01 06:00:00,gpu-08,21.7,249.1,inference,2.1
2024-01-01 07:00:00,gpu-01,18.6,232.4,inference,3.2
2024-01-01 07:00:00,gpu-02,24.7,261.6,inference,3.2
2024-01-01 07:00:00,gpu-03,30.6,287.8,inference,3.2
2024-01-01 07:00:00,gpu-04,44.2,390.1,inference,3.2
2024-01-01 07:00:00,gpu-05,43.9,374.3,inference,3.2
2024-01-01 07:00:00,gpu-06,24.0,242.6,inference,3.2
2024-01-01 07:00:00,gpu-07,23.5,257.6,inference,3.2
2024-01-01 07:00:00,gpu-08,30.1,290.1,inference,3.2
2024-01-01 08:00:00,gpu-01,16.5,220.7,inference,3.2
2024-01-01 08:00:00,gpu-02,22.2,246.1,inference,3.2
2024-01-01 08:00:00,gpu-03,19.3,235.6,inference,3.2
2024-01-01 08:00:00,gpu-04,22.3,249.0,inference,3.2
2024-01-01 08:00:00,gpu-05,35.2,316.2,inference,3.2
2024-01-01 08:00:00,gpu-06,36.8,341.4,inference,3.2
2024-01-01 08:00:00,gpu-07,26.0,285.0,inference,3.2
2024-01-01 08:00:00,gpu-08,31.1,314.1,inference,3.2
2024-01-01 09:00:00,gpu-01,58.6,455.0,inference,3.2
2024-01-01 09:00:00,gpu-02,62.5,491.5,inference,3.2
2024-01-01 09:00:00,gpu-03,56.6,465.5,inference,3.2
2024-01-01 09:00:00,gpu-04,55.7,451.6,inference,3.2
2024-01-01 09:00:00,gpu-05,75.5,564.3,training,3.2
2024-01-01 09:00:00,gpu-06,62.0,467.2,inference,3.2
2024-01-01 09:00:00,gpu-07,82.6,605.5,training,3.2
2024-01-01 09:00:00,gpu-08,60.5,469.3,inference,3.2
2024-01-01 10:00:00,gpu-01,68.6,514.6,inference,3.2
2024-01-01 10:00:00,gpu-02,81.4,597.7,training,3.2
2024-01-01 10:00:00,gpu-03,87.7,642.2,training,3.2
2024-01-01 10:00:00,gpu-04,64.7,520.5,inference,3.2
2024-01-01 10:00:00,gpu-05,58.7,446.2,inference,3.2
2024-01-01 10:00:00,gpu-06,69.0,531.9,inference,3.2
2024-01-01 10:00:00,gpu-07,84.0,613.6,training,3.2
2024-01-01 10:00:00,gpu-08,58.4,470.7,inference,3.2
2024-01-01 11:00:00,gpu-01,61.5,478.8,inference,3.2
2024-01-01 11:00:00,gpu-02,55.4,449.6,inference,3.2
2024-01-01 11:00:00,gpu-03,59.1,464.3,inference,3.2
2024-01-01 11:00:00,gpu-04,82.7,587.4,training,3.2
2024-01-01 11:00:00,gpu-05,81.1,597.6,training,3.2
2024-01-01 11:00:00,gpu-06,64.5,484.5,inference,3.2
2024-01-01 11:00:00,gpu-07,68.0,522.2,inference,3.2
2024-01-01 11:00:00,gpu-08,89.0,648.7,training,3.2
2024-01-01 12:00:00,gpu-01,81.3,582.9,training,3.2
2024-01-01 12:00:00,gpu-02,69.7,525.8,inference,3.2
2024-01-01 12:00:00,gpu-03,65.6,509.3,inference,3.2
2024-01-01 12:00:00,gpu-04,80.2,583.0,training,3.2
2024-01-01 12:00:00,gpu-05,86.8,650.7,training,3.2
2024-01-01 12:00:00,gpu-06,74.7,554.2,training,3.2
2024-01-01 12:00:00,gpu-07,62.8,474.7,inference,3.2
2024-01-01 12:00:00,gpu-08,56.0,454.4,inference,3.2
2024-01-01 13:00:00,gpu-01,80.8,587.5,training,3.2
2024-01-01 13:00:00,gpu-02,93.7,670.7,training,3.2
2024-01-01 13:00:00,gpu-03,93.5,658.0,training,3.2
2024-01-01 13:00:00,gpu-04,70.4,536.1,training,3.2
2024-01-01 13:00:00,gpu-05,89.0,627.2,training,3.2
2024-01-01 13:00:00,gpu-06,77.3,563.0,training,3.2
2024-01-01 13:00:00,gpu-07,92.4,662.5,training,3.2
2024-01-01 13:00:00,gpu-08,58.9,479.2,inference,3.2
2024-01-01 14:00:00,gpu-01,79.6,592.3,training,4.1
2024-01-01 14:00:00,gpu-02,84.6,611.4,training,4.1
2024-01-01 14:00:00,gpu-03,82.9,591.1,training,4.1
2024-01-01 14:00:00,gpu-04,66.7,520.9,inference,4.1
2024-01-01 14:00:00,gpu-05,87.4,629.8,training,4.1
2024-01-01 14:00:00,gpu-06,91.5,653.4,training,4.1
2024-01-01 14:00:00,gpu-07,75.5,572.0,training,4.1
2024-01-01 14:00:00,gpu-08,81.0,589.9,training,4.1
2024-01-01 15:00:00,gpu-01,83.1,604.2,training,4.1
2024-01-01 15:00:00,gpu-02,68.5,519.2,inference,4.1
2024-01-01 15:00:00,gpu-03,70.0,527.8,training,4.1
2024-01-01 15:00:00,gpu-04,56.4,438.8,inference,4.1
2024-01-01 15:00:00,gpu-05,73.6,529.1,training,4.1
2024-01-01 15:00:00,gpu-06,78.6,579.6,training,4.1
2024-01-01 15:00:00,gpu-07,56.2,437.1,inference,4.1
2024-01-01 15:00:00,gpu-08,75.9,556.8,training,4.1
2024-01-01 16:00:00,gpu-01,85.8,623.1,training,4.1
2024-01-01 16:00:00,gpu-02,58.4,446.1,inference,4.1
2024-01-01 16:00:00,gpu-03,57.1,474.9,inference,4.1
2024-01-01 16:00:00,gpu-04,80.5,605.3,training,4.1
2024-01-01 16:00:00,gpu-05,84.0,607.6,training,4.1
2024-01-01 16:00:00,gpu-06,67.9,518.3,inference,4.1
2024-01-01 16:00:00,gpu-07,86.8,619.0,training,4.1
2024-01-01 16:00:00,gpu-08,58.1,440.5,inference,4.1
2024-01-01 17:00:00,gpu-01,56.0,437.2,inference,4.1
2024-01-01 17:00:00,gpu-02,61.9,495.8,inference,4.1
2024-01-01 17:00:00,gpu-03,61.3,478.5,inference,4.1
2024-01-01 17:00:00,gpu-04,83.6,588.7,training,4.1
2024-01-01 17:00:00,gpu-05,81.4,595.9,training,4.1
2024-01-01 17:00:00,gpu-06,79.5,597.4,training,4.1
2024-01-01 17:00:00,gpu-07,71.8,529.0,training,4.1
2024-01-01 17:00:00,gpu-08,85.3,602.0,training,4.1
2024-01-01 18:00:00,gpu-01,55.6,440.0,inference,4.1
2024-01-01 18:00:00,gpu-02,58.9,480.4,inference,4.1
2024-01-01 18:00:00,gpu-03,74.7,540.1,training,4.1
2024-01-01 18:00:00,gpu-04,72.4,538.6,training,4.1
2024-01-01 18:00:00,gpu-05,70.9,546.9,training,4.1
2024-01-01 18:00:00,gpu-06,56.8,462.7,inference,4.1
2024-01-01 18:00:00,gpu-07,70.0,526.5,inference,4.1
2024-01-01 18:00:00,gpu-08,89.3,661.2,training,4.1
2024-01-01 19:00:00,gpu-01,34.8,319.6,inference,3.2
2024-01-01 19:00:00,gpu-02,32.6,309.5,inference,3.2
2024-01-01 19:00:00,gpu-03,43.2,351.6,inference,3.2
2024-01-01 19:00:00,gpu-04,34.3,331.7,inference,3.2
2024-01-01 19:00:00,gpu-05,28.7,293.6,inference,3.2
2024-01-01 19:00:00,gpu-06,26.6,274.9,inference,3.2
2024-01-01 19:00:00,gpu-07,43.8,369.4,inference,3.2
2024-01-01 19:00:00,gpu-08,24.6,264.6,inference,3.2
2024-01-01 20:00:00,gpu-01,40.3,347.8,inference,3.2
2024-01-01 20:00:00,gpu-02,35.9,324.7,inference,3.2
2024-01-01 20:00:00,gpu-03,33.9,320.1,inference,3.2
2024-01-01 20:00:00,gpu-04,39.1,352.6,inference,3.2
2024-01-01 20:00:00,gpu-05,23.5,261.6,inference,3.2
2024-01-01 20:00:00,gpu-06,39.2,340.3,inference,3.2
2024-01-01 20:00:00,gpu-07,44.7,361.5,inference,3.2
2024-01-01 20:00:00,gpu-08,38.3,329.9,inference,3.2
2024-01-01 21:00:00,gpu-01,25.2,281.8,inference,3.2
2024-01-01 21:00:00,gpu-02,37.6,333.9,inference,3.2
2024-01-01 21:00:00,gpu-03,18.1,225.1,inference,3.2
2024-01-01 21:00:00,gpu-04,39.8,360.1,inference,3.2
2024-01-01 21:00:00,gpu-05,24.6,260.3,inference,3.2
2024-01-01 21:00:00,gpu-06,15.3,217.4,inference,3.2
2024-01-01 21:00:00,gpu-07,42.2,361.8,inference,3.2
2024-01-01 21:00:00,gpu-08,43.5,366.2,inference,3.2
2024-01-01 22:00:00,gpu-01,43.5,391.5,inference,3.2
2024-01-01 22:00:00,gpu-02,28.5,295.7,inference,3.2
2024-01-01 22:00:00,gpu-03,23.8,270.1,inference,3.2
2024-01-01 22:00:00,gpu-04,37.6,325.9,inference,3.2
2024-01-01 22:00:00,gpu-05,38.7,337.7,inference,3.2
2024-01-01 22:00:00,gpu-06,31.5,302.5,inference,3.2
2024-01-01 22:00:00,gpu-07,28.2,280.7,inference,3.2
2024-01-01 22:00:00,gpu-08,18.5,235.4,inference,3.2
2024-01-01 23:00:00,gpu-01,19.3,238.0,inference,3.2
2024-01-01 23:00:00,gpu-02,18.0,238.2,inference,3.2
2024-01-01 23:00:00,gpu-03,17.5,217.3,inference,3.2
2024-01-01 23:00:00,gpu-04,39.7,352.0,inference,3.2
2024-01-01 23:00:00,gpu-05,36.2,341.4,inference,3.2
2024-01-01 23:00:00,gpu-06,43.4,367.0,inference,3.2
2024-01-01 23:00:00,gpu-07,44.6,371.9,inference,3.2
2024-01-01 23:00:00,gpu-08,17.5,235.1,inference,3.2
2024-01-02 00:00:00,gpu-01,38.3,321.9,inference,3.2
2024-01-02 00:00:00,gpu-02,42.2,380.4,inference,3.2
2024-01-02 00:00:00,gpu-03,18.3,223.3,inference,3.2
2024-01-02 00:00:00,gpu-04,29.1,288.5,inference,3.2
2024-01-02 00:00:00,gpu-05,16.7,229.5,inference,3.2
2024-01-02 00:00:00,gpu-06,32.5,316.2,inference,3.2
2024-01-02 00:00:00,gpu-07,43.9,360.0,inference,3.2
2024-01-02 00:00:00,gpu-08,41.1,349.7,inference,3.2
2024-01-02 01:00:00,gpu-01,2.7,136.3,idle,2.1
2024-01-02 01:00:00,gpu-02,11.9,198.9,inference,2.1
2024-01-02 01:00:00,gpu-03,0.9,129.9,idle,2.1
2024-01-02 01:00:00,gpu-04,6.3,157.0,idle,2.1
2024-01-02 01:00:00,gpu-05,7.6,159.5,idle,2.1
2024-01-02 01:00:00,gpu-06,7.5,182.3,idle,2.1
2024-01-02 01:00:00,gpu-07,7.0,159.6,idle,2.1
2024-01-02 01:00:00,gpu-08,7.4,172.9,idle,2.1
2024-01-02 02:00:00,gpu-01,3.3,137.7,idle,2.1
2024-01-02 02:00:00,gpu-02,4.2,131.0,idle,2.1
2024-01-02 02:00:00,gpu-03,7.0,141.5,idle,2.1
2024-01-02 02:00:00,gpu-04,9.8,180.3,idle,2.1
2024-01-02 02:00:00,gpu-05,8.2,175.1,idle,2.1
2024-01-02 02:00:00,gpu-06,5.0,163.9,idle,2.1
2024-01-02 02:00:00,gpu-07,11.2,184.2,inference,2.1
2024-01-02 02:00:00,gpu-08,9.7,173.6,idle,2.1
2024-01-02 03:00:00,gpu-01,11.8,191.7,inference,2.1
2024-01-02 03:00:00,gpu-02,4.6,135.5,idle,2.1
2024-01-02 03:00:00,gpu-03,11.6,190.3,inference,2.1
2024-01-02 03:00:00,gpu-04,5.6,155.4,idle,2.1
2024-01-02 03:00:00,gpu-05,5.0,147.8,idle,2.1
2024-01-02 03:00:00,gpu-06,10.4,179.6,inference,2.1
2024-01-02 03:00:00,gpu-07,9.8,191.7,idle,2.1
2024-01-02 03:00:00,gpu-08,11.3,188.9,inference,2.1
2024-01-02 04:00:00,gpu-01,10.2,176.0,inference,2.1
2024-01-02 04:00:00,gpu-02,1.5,113.0,idle,2.1
2024-01-02 04:00:00,gpu-03,11.4,172.7,inference,2.1
2024-01-02 04:00:00,gpu-04,8.1,172.1,idle,2.1
2024-01-02 04:00:00,gpu-05,7.4,154.7,idle,2.1
2024-01-02 04:00:00,gpu-06,8.1,163.7,idle,2.1
2024-01-02 04:00:00,gpu-07,6.2,157.4,idle,2.1
2024-01-02 04:00:00,gpu-08,10.2,194.8,inference,2.1
2024-01-02 05:00:00,gpu-01,6.6,168.7,idle,2.1
2024-01-02 05:00:00,gpu-02,4.8,149.7,idle,2.1
2024-01-02 05:00:00,gpu-03,1.6,144.2,idle,2.1
2024-01-02 05:00:00,gpu-04,2.6,143.6,idle,2.1
2024-01-02 05:00:00,gpu-05,1.6,112.2,idle,2.1
2024-01-02 05:00:00,gpu-06,5.2,164.9,idle,2.1
2024-01-02 05:00:00,gpu-07,10.8,184.9,inference,2.1
2024-01-02 05:00:00,gpu-08,9.4,152.8,idle,2.1
2024-01-02 06:00:00,gpu-01,26.9,285.8,inference,2.1
2024-01-02 06:00:00,gpu-02,43.5,375.5,inference,2.1
2024-01-02 06:00:00,gpu-03,19.4,232.4,inference,2.1
2024-01-02 06:00:00,gpu-04,22.7,259.9,inference,2.1
2024-01-02 06:00:00,gpu-05,28.8,286.8,inference,2.1
2024-01-02 06:00:00,gpu-06,24.9,268.2,inference,2.1
2024-01-02 06:00:00,gpu-07,34.0,316.0,inference,2.1
2024-01-02 06:00:00,gpu-08,18.9,228.7,inference,2.1
2024-01-02 07:00:00,gpu-01,18.8,218.3,inference,3.2
2024-01-02 07:00:00,gpu-02,25.4,272.0,inference,3.2
2024-01-02 07:00:00,gpu-03,41.9,383.6,inference,3.2
2024-01-02 07:00:00,gpu-04,20.2,233.8,inference,3.2
2024-01-02 07:00:00,gpu-05,20.8,232.3,inference,3.2
2024-01-02 07:00:00,gpu-06,17.7,216.8,inference,3.2
2024-01-02 07:00:00,gpu-07,18.6,213.6,inference,3.2
2024-01-02 07:00:00,gpu-08,25.9,268.5,inference,3.2
2024-01-02 08:00:00,gpu-01,30.1,293.6,inference,3.2
2024-01-02 08:00:00,gpu-02,39.0,346.5,inference,3.2
2024-01-02 08:00:00,gpu-03,33.8,324.8,inference,3.2
2024-01-02 08:00:00,gpu-04,37.4,331.0,inference,3.2
2024-01-02 08:00:00,gpu-05,20.5,233.6,inference,3.2
2024-01-02 08:00:00,gpu-06,29.5,279.0,inference,3.2
2024-01-02 08:00:00,gpu-07,33.5,308.3,inference,3.2
2024-01-02 08:00:00,gpu-08,37.4,315.1,inference,3.2
2024-01-02 09:00:00,gpu-01,56.5,456.0,inference,3.2
2024-01-02 09:00:00,gpu-02,90.8,636.8,training,3.2
2024-01-02 09:00:00,gpu-03,75.5,548.0,training,3.2
2024-01-02 09:00:00,gpu-04,72.9,543.6,training,3.2
2024-01-02 09:00:00,gpu-05,76.3,554.5,training,3.2
2024-01-02 09:00:00,gpu-06,70.1,517.5,training,3.2
2024-01-02 09:00:00,gpu-07,55.8,433.0,inference,3.2
2024-01-02 09:00:00,gpu-08,68.1,508.4,inference,3.2
2024-01-02 10:00:00,gpu-01,59.8,469.0,inference,3.2
2024-01-02 10:00:00,gpu-02,82.2,605.7,training,3.2
2024-01-02 10:00:00,gpu-03,86.6,613.3,training,3.2
2024-01-02 10:00:00,gpu-04,76.5,563.6,training,3.2
2024-01-02 10:00:00,gpu-05,78.5,570.7,training,3.2
2024-01-02 10:00:00,gpu-06,60.1,484.4,inference,3.2
2024-01-02 10:00:00,gpu-07,66.4,518.8,inference,3.2
2024-01-02 10:00:00,gpu-08,77.8,558.3,training,3.2
2024-01-02 11:00:00,gpu-01,69.2,521.9,inference,3.2
2024-01-02 11:00:00,gpu-02,64.5,495.3,inference,3.2
2024-01-02 11:00:00,gpu-03,59.1,458.0,inference,3.2
2024-01-02 11:00:00,gpu-04,61.4,470.0,inference,3.2
2024-01-02 11:00:00,gpu-05,62.5,474.0,inference,3.2
2024-01-02 11:00:00,gpu-06,90.9,641.6,training,3.2
2024-01-02 11:00:00,gpu-07,58.2,432.6,inference,3.2
2024-01-02 11:00:00,gpu-08,94.3,673.8,training,3.2
2024-01-02 12:00:00,gpu-01,59.5,468.9,inference,3.2
2024-01-02 12:00:00,gpu-02,89.6,638.9,training,3.2
2024-01-02 12:00:00,gpu-03,87.7,621.3,training,3.2
2024-01-02 12:00:00,gpu-04,81.7,588.8,training,3.2
2024-01-02 12:00:00,gpu-05,92.2,675.0,training,3.2
2024-01-02 12:00:00,gpu-06,66.2,520.2,inference,3.2
2024-01-02 12:00:00,gpu-07,85.8,611.9,training,3.2
2024-01-02 12:00:00,gpu-08,72.0,527.7,training,3.2
2024-01-02 13:00:00,gpu-01,75.3,552.2,training,3.2
2024-01-02 13:00:00,gpu-02,79.4,577.6,training,3.2
2024-01-02 13:00:00,gpu-03,66.5,494.6,inference,3.2
2024-01-02 13:00:00,gpu-04,74.2,553.3,training,3.2
2024-01-02 13:00:00,gpu-05,76.3,561.1,training,3.2
2024-01-02 13:00:00,gpu-06,60.4,466.1,inference,3.2
2024-01-02 13:00:00,gpu-07,57.5,447.7,inference,3.2
2024-01-02 13:00:00,gpu-08,82.3,604.7,training,3.2
2024-01-02 14:00:00,gpu-01,85.4,608.1,training,4.1
2024-01-02 14:00:00,gpu-02,71.5,558.9,training,4.1
2024-01-02 14:00:00,gpu-03,69.0,521.6,inference,4.1
2024-01-02 14:00:00,gpu-04,62.2,481.9,inference,4.1
2024-01-02 14:00:00,gpu-05,57.7,459.3,inference,4.1
2024-01-02 14:00:00,gpu-06,88.7,650.1,training,4.1
2024-01-02 14:00:00,gpu-07,60.6,465.5,inference,4.1
2024-01-02 14:00:00,gpu-08,61.5,482.9,inference,4.1
2024-01-02 15:00:00,gpu-01,61.6,482.5,inference,4.1
2024-01-02 15:00:00,gpu-02,75.9,570.7,training,4.1
2024-01-02 15:00:00,gpu-03,69.4,519.5,inference,4.1
2024-01-02 15:00:00,gpu-04,87.7,637.9,training,4.1
2024-01-02 15:00:00,gpu-05,72.6,534.1,training,4.1
2024-01-02 15:00:00,gpu-06,67.1,486.6,inference,4.1
2024-01-02 15:00:00,gpu-07,84.9,596.6,training,4.1
2024-01-02 15:00:00,gpu-08,91.0,647.9,training,4.1
2024-01-02 16:00:00,gpu-01,70.4,537.0,training,4.1
2024-01-02 16:00:00,gpu-02,80.0,584.8,training,4.1
2024-01-02 16:00:00,gpu-03,59.7,467.8,inference,4.1
2024-01-02 16:00:00,gpu-04,68.4,522.4,inference,4.1
2024-01-02 16:00:00,gpu-05,60.6,476.4,inference,4.1
2024-01-02 16:00:00,gpu-06,76.3,575.2,training,4.1
2024-01-02 16:00:00,gpu-07,90.8,641.5,training,4.1
2024-01-02 16:00:00,gpu-08,67.5,515.4,inference,4.1
2024-01-02 17:00:00,gpu-01,64.9,511.7,inference,4.1
2024-01-02 17:00:00,gpu-02,90.1,646.4,training,4.1
2024-01-02 17:00:00,gpu-03,68.7,531.2,inference,4.1
2024-01-02 17:00:00,gpu-04,61.0,469.3,inference,4.1
2024-01-02 17:00:00,gpu-05,64.2,501.8,inference,4.1
2024-01-02 17:00:00,gpu-06,80.6,597.5,training,4.1
2024-01-02 17:00:00,gpu-07,82.8,583.7,training,4.1
2024-01-02 17:00:00,gpu-08,68.8,522.0,inference,4.1
2024-01-02 18:00:00,gpu-01,62.3,482.8,inference,4.1
2024-01-02 18:00:00,gpu-02,71.0,540.4,training,4.1
2024-01-02 18:00:00,gpu-03,73.5,548.0,training,4.1
2024-01-02 18:00:00,gpu-04,79.5,607.3,training,4.1
2024-01-02 18:00:00,gpu-05,55.7,461.0,inference,4.1
2024-01-02 18:00:00,gpu-06,91.9,658.9,training,4.1
2024-01-02 18:00:00,gpu-07,83.3,605.6,training,4.1
2024-01-02 18:00:00,gpu-08,79.3,568.4,training,4.1
2024-01-02 19:00:00,gpu-01,27.7,282.6,inference,3.2
2024-01-02 19:00:00,gpu-02,42.8,369.0,inference,3.2
2024-01-02 19:00:00,gpu-03,28.5,310.8,inference,3.2
2024-01-02 19:00:00,gpu-04,27.0,281.7,inference,3.2
2024-01-02 19:00:00,gpu-05,16.6,227.2,inference,3.2
2024-01-02 19:00:00,gpu-06,15.1,202.0,inference,3.2
2024-01-02 19:00:00,gpu-07,25.0,273.6,inference,3.2
2024-01-02 19:00:00,gpu-08,42.6,343.8,inference,3.2
2024-01-02 20:00:00,gpu-01,25.4,280.0,inference,3.2
2024-01-02 20:00:00,gpu-02,28.6,277.5,inference,3.2
2024-01-02 20:00:00,gpu-03,21.7,234.8,inference,3.2
2024-01-02 20:00:00,gpu-04,20.3,236.2,inference,3.2
2024-01-02 20:00:00,gpu-05,30.0,301.8,inference,3.2
2024-01-02 20:00:00,gpu-06,25.9,268.5,inference,3.2
2024-01-02 20:00:00,gpu-07,32.4,297.9,inference,3.2
2024-01-02 20:00:00,gpu-08,43.8,379.4,inference,3.2
2024-01-02 21:00:00,gpu-01,19.5,224.9,inference,3.2
2024-01-02 21:00:00,gpu-02,44.9,378.8,inference,3.2
2024-01-02 21:00:00,gpu-03,30.1,287.6,inference,3.2
2024-01-02 21:00:00,gpu-04,37.5,339.0,inference,3.2
2024-01-02 21:00:00,gpu-05,21.3,242.4,inference,3.2
2024-01-02 21:00:00,gpu-06,20.7,241.7,inference,3.2
2024-01-02 21:00:00,gpu-07,16.1,239.1,inference,3.2
2024-01-02 21:00:00,gpu-08,17.0,207.4,inference,3.2
2024-01-02 22:00:00,gpu-01,38.3,355.8,inference,3.2
2024-01-02 22:00:00,gpu-02,28.2,257.1,inference,3.2
2024-01-02 22:00:00,gpu-03,27.0,265.0,inference,3.2
2024-01-02 22:00:00,gpu-04,20.5,240.7,inference,3.2
2024-01-02 22:00:00,gpu-05,40.9,355.5,inference,3.2
2024-01-02 22:00:00,gpu-06,23.1,259.4,inference,3.2
2024-01-02 22:00:00,gpu-07,34.3,315.4,inference,3.2
2024-01-02 22:00:00,gpu-08,19.7,233.5,inference,3.2
2024-01-02 23:00:00,gpu-01,36.5,330.7,inference,3.2
2024-01-02 23:00:00,gpu-02,21.7,245.9,inference,3.2
2024-01-02 23:00:00,gpu-03,21.9,248.2,inference,3.2
2024-01-02 23:00:00,gpu-04,20.4,236.8,inference,3.2
2024-01-02 23:00:00,gpu-05,34.6,317.1,inference,3.2
2024-01-02 23:00:00,gpu-06,22.3,247.0,inference,3.2
2024-01-02 23:00:00,gpu-07,36.7,335.0,inference,3.2
2024-01-02 23:00:00,gpu-08,26.9,278.6,inference,3.2
2024-01-03 00:00:00,gpu-01,35.0,316.7,inference,3.2
2024-01-03 00:00:00,gpu-02,41.9,353.6,inference,3.2
2024-01-03 00:00:00,gpu-03,15.4,192.6,inference,3.2
2024-01-03 00:00:00,gpu-04,41.8,380.0,inference,3.2
2024-01-03 00:00:00,gpu-05,39.5,336.8,inference,3.2
2024-01-03 00:00:00,gpu-06,26.4,264.9,inference,3.2
2024-01-03 00:00:00,gpu-07,32.7,317.3,inference,3.2
2024-01-03 00:00:00,gpu-08,27.3,264.1,inference,3.2
2024-01-03 01:00:00,gpu-01,6.6,140.9,idle,2.1
2024-01-03 01:00:00,gpu-02,11.4,180.6,inference,2.1
2024-01-03 01:00:00,gpu-03,9.2,182.9,idle,2.1
2024-01-03 01:00:00,gpu-04,9.6,175.4,idle,2.1
2024-01-03 01:00:00,gpu-05,5.1,171.1,idle,2.1
2024-01-03 01:00:00,gpu-06,3.1,144.7,idle,2.1
2024-01-03 01:00:00,gpu-07,1.7,116.8,idle,2.1
2024-01-03 01:00:00,gpu-08,3.3,140.0,idle,2.1
2024-01-03 02:00:00,gpu-01,0.2,105.0,idle,2.1
2024-01-03 02:00:00,gpu-02,6.7,164.1,idle,2.1
2024-01-03 02:00:00,gpu-03,7.8,160.6,idle,2.1
2024-01-03 02:00:00,gpu-04,0.1,126.0,idle,2.1
2024-01-03 02:00:00,gpu-05,1.6,145.7,idle,2.1
2024-01-03 02:00:00,gpu-06,8.0,182.0,idle,2.1
2024-01-03 02:00:00,gpu-07,2.1,130.6,idle,2.1
2024-01-03 02:00:00,gpu-08,4.6,154.7,idle,2.1
2024-01-03 03:00:00,gpu-01,6.2,152.6,idle,2.1
2024-01-03 03:00:00,gpu-02,7.2,164.0,idle,2.1
2024-01-03 03:00:00,gpu-03,2.9,121.8,idle,2.1
2024-01-03 03:00:00,gpu-04,4.3,136.8,idle,2.1
