job_id,user,user_role,job_name,partition,submit_time,start_time,end_time,wait_minutes,run_minutes,gpu_count,avg_gpu_util,exit_code,date
10014,phd_choi,PhD,nlp_finetuning,gpu-a100,2024-01-01 21:00:00,2024-01-01 22:23:00,2024-01-02 04:02:00,83,339,1,37.5,0,2024-01-01
10015,phd_choi,PhD,llm_training,gpu-a100,2024-01-01 13:00:00,2024-01-01 14:33:00,2024-01-01 15:07:00,93,34,1,77.5,0,2024-01-01
10016,ms_jung,Masters,cv_training,gpu-v100,2024-01-01 05:00:00,2024-01-01 07:01:00,2024-01-01 09:08:00,121,127,1,94.4,0,2024-01-01
10017,phd_lee,PhD,llm_training,gpu-v100,2024-01-01 13:00:00,2024-01-01 16:50:00,2024-01-02 00:27:00,230,457,1,81.3,0,2024-01-01
10018,ms_han,Masters,nlp_finetuning,gpu-a100,2024-01-01 04:00:00,2024-01-01 05:10:00,2024-01-01 07:30:00,70,140,2,59.4,0,2024-01-01
10019,phd_lee,PhD,nlp_finetuning,gpu-a100,2024-01-01 23:00:00,2024-01-02 00:32:00,2024-01-02 06:37:00,92,365,4,21.5,0,2024-01-01
10020,prof_kim,PI,inference_test,gpu-a100,2024-01-02 08:00:00,2024-01-02 10:57:00,2024-01-02 12:44:00,177,107,1,0.0,0,2024-01-02
10021,phd_choi,PhD,llm_training,gpu-a100,2024-01-02 16:00:00,2024-01-02 18:47:00,2024-01-02 19:37:00,167,50,4,100.0,0,2024-01-02
10022,prof_kim,PI,cv_training,gpu-a100,2024-01-02 19:00:00,2024-01-02 22:00:00,2024-01-03 03:46:00,180,346,1,78.1,0,2024-01-02
10023,ms_han,Masters,interactive,gpu-a100,2024-01-02 13:00:00,2024-01-02 13:42:00,2024-01-02 19:39:00,42,357,1,1.7,0,2024-01-02
10024,ms_jung,Masters,interactive,gpu-a100,2024-01-02 22:00:00,2024-01-02 22:26:00,2024-01-03 04:32:00,26,366,4,10.7,0,2024-01-02
10025,phd_lee,PhD,llm_training,gpu-a100,2024-01-02 12:00:00,2024-01-02 13:12:00,2024-01-02 15:34:00,72,142,1,79.2,0,2024-01-02
10026,ms_jung,Masters,llm_training,gpu-rtx,2024-01-02 07:00:00,2024-01-02 10:52:00,2024-01-02 12:30:00,232,98,1,78.2,0,2024-01-02
10027,prof_kim,PI,llm_training,gpu-rtx,2024-01-02 05:00:00,2024-01-02 08:52:00,2024-01-02 12:29:00,232,217,1,68.0,0,2024-01-02
10028,prof_kim,PI,llm_training,gpu-v100,2024-01-02 07:00:00,2024-01-02 08:07:00,2024-01-02 10:50:00,67,163,1,79.1,0,2024-01-02
10029,phd_lee,PhD,llm_training,gpu-a100,2024-01-02 07:00:00,2024-01-02 07:24:00,2024-01-02 08:34:00,24,70,1,95.7,0,2024-01-02
10030,prof_kim,PI,llm_training,gpu-rtx,2024-01-02 12:00:00,2024-01-02 12:12:00,2024-01-02 15:53:00,12,221,1,94.6,0,2024-01-02
10031,ms_han,Masters,llm_training,gpu-a100,2024-01-02 23:00:00,2024-01-03 00:44:00,2024-01-03 07:07:00,104,383,4,91.7,0,2024-01-02
10032,ms_jung,Masters,hyperparameter,gpu-a100,2024-01-02 15:00:00,2024-01-02 16:29:00,2024-01-02 23:46:00,89,437,2,44.5,0,2024-01-02
10033,visitor_chen,Visitor,nlp_finetuning,gpu-a100,2024-01-02 22:00:00,2024-01-03 01:54:00,2024-01-03 08:32:00,234,398,1,57.4,0,2024-01-02
10034,phd_lee,PhD,cv_training,gpu-v100,2024-01-02 20:00:00,2024-01-02 21:30:00,2024-01-02 23:42:00,90,132,1,73.7,0,2024-01-02
10035,phd_lee,PhD,llm_training,gpu-rtx,2024-01-02 18:00:00,2024-01-02 20:05:00,2024-01-03 03:53:00,125,468,1,85.2,0,2024-01-02
10036,phd_choi,PhD,nlp_finetuning,gpu-a100,2024-01-02 23:00:00,2024-01-03 01:37:00,2024-01-03 08:44:00,157,427,4,43.4,0,2024-01-02
10037,undergrad_lim,Undergrad,cv_training,gpu-v100,2024-01-02 02:00:00,2024-01-02 03:55:00,2024-01-02 06:11:00,115,136,1,79.3,1,2024-01-02
10038,phd_choi,PhD,cv_training,gpu-a100,2024-01-02 10:00:00,2024-01-02 11:18:00,2024-01-02 14:57:00,78,219,1,85.8,0,2024-01-02
10039,phd_choi,PhD,cv_training,gpu-a100,2024-01-02 00:00:00,2024-01-02 02:31:00,2024-01-02 05:51:00,151,200,4,75.6,0,2024-01-02
10040,ms_jung,Masters,llm_training,gpu-v100,2024-01-03 09:00:00,2024-01-03 11:15:00,2024-01-03 12:29:00,135,74,1,81.0,0,2024-01-03
10041,prof_kim,PI,llm_training,gpu-a100,2024-01-03 19:00:00,2024-01-03 19:41:00,2024-01-03 22:56:00,41,195,1,64.9,0,2024-01-03
10042,phd_park,PhD,nlp_finetuning,gpu-v100,2024-01-03 09:00:00,2024-01-03 12:41:00,2024-01-03 16:59:00,221,258,1,27.8,0,2024-01-03
10043,phd_lee,PhD,llm_training,gpu-v100,2024-01-03 07:00:00,2024-01-03 07:08:00,2024-01-03 11:30:00,8,262,1,95.5,0,2024-01-03
10044,undergrad_oh,Undergrad,llm_training,gpu-v100,2024-01-03 22:00:00,2024-01-04 00:35:00,2024-01-04 02:05:00,155,90,1,84.9,0,2024-01-03
10045,prof_kim,PI,llm_training,gpu-a100,2024-01-03 09:00:00,2024-01-03 09:18:00,2024-01-03 15:29:00,18,371,1,94.0,0,2024-01-03
10046,undergrad_oh,Undergrad,cv_training,gpu-rtx,2024-01-03 06:00:00,2024-01-03 07:08:00,2024-01-03 14:23:00,68,435,1,89.0,0,2024-01-03
10047,phd_park,PhD,hyperparameter,gpu-v100,2024-01-03 09:00:00,2024-01-03 12:23:00,2024-01-03 15:35:00,203,192,1,63.2,0,2024-01-03
10048,prof_kim,PI,inference_test,gpu-a100,2024-01-03 01:00:00,2024-01-03 03:00:00,2024-01-03 08:20:00,120,320,2,25.4,0,2024-01-03
10049,prof_kim,PI,llm_training,gpu-v100,2024-01-03 14:00:00,2024-01-03 15:02:00,2024-01-03 16:25:00,62,83,1,91.3,0,2024-01-03
10050,phd_lee,PhD,nlp_finetuning,gpu-a100,2024-01-03 21:00:00,2024-01-04 00:12:00,2024-01-04 01:44:00,192,92,2,71.3,0,2024-01-03
10051,phd_choi,PhD,nlp_finetuning,gpu-v100,2024-01-03 11:00:00,2024-01-03 15:00:00,2024-01-03 16:55:00,240,115,1,69.1,1,2024-01-03
10052,phd_lee,PhD,inference_test,gpu-a100,2024-01-03 23:00:00,2024-01-04 01:25:00,2024-01-04 05:43:00,145,258,1,0.0,0,2024-01-03
10053,undergrad_oh,Undergrad,inference_test,gpu-a100,2024-01-03 05:00:00,2024-01-03 05:58:00,2024-01-03 09:33:00,58,215,1,42.3,0,2024-01-03
10054,prof_kim,PI,inference_test,gpu-a100,2024-01-03 13:00:00,2024-01-03 16:52:00,2024-01-03 21:40:00,232,288,2,0.0,0,2024-01-03
10055,prof_kim,PI,inference_test,gpu-a100,2024-01-03 21:00:00,2024-01-03 23:51:00,2024-01-04 06:08:00,171,377,2,0.0,1,2024-01-03
10056,phd_choi,PhD,inference_test,gpu-a100,2024-01-03 15:00:00,2024-01-03 15:54:00,2024-01-03 21:53:00,54,359,1,19.0,0,2024-01-03
10057,undergrad_lim,Undergrad,inference_test,gpu-a100,2024-01-03 21:00:00,2024-01-03 21:11:00,2024-01-04 03:35:00,11,384,4,17.8,0,2024-01-03
10058,phd_lee,PhD,llm_training,gpu-v100,2024-01-03 10:00:00,2024-01-03 13:49:00,2024-01-03 20:38:00,229,409,1,69.1,0,2024-01-03
10059,undergrad_oh,Undergrad,interactive,gpu-a100,2024-01-03 14:00:00,2024-01-03 16:00:00,2024-01-03 17:37:00,120,97,4,15.5,0,2024-01-03
10060,prof_kim,PI,llm_training,gpu-v100,2024-01-04 21:00:00,2024-01-04 22:27:00,2024-01-05 02:25:00,87,238,1,100.0,0,2024-01-04
10061,phd_park,PhD,cv_training,gpu-a100,2024-01-04 03:00:00,2024-01-04 04:16:00,2024-01-04 05:17:00,76,61,1,86.9,0,2024-01-04
10062,phd_lee,PhD,nlp_finetuning,gpu-a100,2024-01-04 04:00:00,2024-01-04 07:33:00,2024-01-04 11:47:00,213,254,4,47.0,1,2024-01-04
10063,phd_lee,PhD,cv_training,gpu-a100,2024-01-04 11:00:00,2024-01-04 12:28:00,2024-01-04 18:30:00,88,362,4,90.0,0,2024-01-04
10064,phd_park,PhD,hyperparameter,gpu-rtx,2024-01-04 01:00:00,2024-01-04 01:14:00,2024-01-04 01:56:00,14,42,1,45.6,0,2024-01-04
10065,phd_lee,PhD,nlp_finetuning,gpu-rtx,2024-01-04 05:00:00,2024-01-04 08:11:00,2024-01-04 09:46:00,191,95,1,59.3,0,2024-01-04
10066,ms_jung,Masters,nlp_finetuning,gpu-v100,2024-01-04 14:00:00,2024-01-04 16:54:00,2024-01-05 00:37:00,174,463,1,39.8,0,2024-01-04
10067,phd_choi,PhD,nlp_finetuning,gpu-a100,2024-01-04 19:00:00,2024-01-04 20:22:00,2024-01-04 22:48:00,82,146,4,48.9,0,2024-01-04
10068,phd_lee,PhD,cv_training,gpu-a100,2024-01-04 03:00:00,2024-01-04 06:21:00,2024-01-04 08:42:00,201,141,2,79.2,0,2024-01-04
10069,phd_lee,PhD,interactive,gpu-a100,2024-01-04 20:00:00,2024-01-04 23:02:00,2024-01-05 00:16:00,182,74,2,14.9,0,2024-01-04
10070,phd_choi,PhD,cv_training,gpu-rtx,2024-01-04 01:00:00,2024-01-04 01:55:00,2024-01-04 03:27:00,55,92,1,84.7,0,2024-01-04
10071,undergrad_lim,Undergrad,llm_training,gpu-a100,2024-01-04 11:00:00,2024-01-04 14:06:00,2024-01-04 15:54:00,186,108,4,72.4,0,2024-01-04
10072,phd_park,PhD,inference_test,gpu-a100,2024-01-04 05:00:00,2024-01-04 08:57:00,2024-01-04 15:36:00,237,399,1,4.8,0,2024-01-04
10073,phd_choi,PhD,hyperparameter,gpu-a100,2024-01-04 18:00:00,2024-01-04 21:10:00,2024-01-05 03:03:00,190,353,2,53.5,0,2024-01-04
10074,phd_choi,PhD,llm_training,gpu-a100,2024-01-04 11:00:00,2024-01-04 11:37:00,2024-01-04 18:15:00,37,398,1,70.7,0,2024-01-04
10075,phd_lee,PhD,nlp_finetuning,gpu-v100,2024-01-04 21:00:00,2024-01-04 23:59:00,2024-01-05 02:18:00,179,139,1,63.4,0,2024-01-04
10076,visitor_chen,Visitor,nlp_finetuning,gpu-a100,2024-01-04 20:00:00,2024-01-04 23:02:00,2024-01-05 06:06:00,182,424,2,70.7,0,2024-01-04
10077,phd_lee,PhD,cv_training,gpu-a100,2024-01-04 19:00:00,2024-01-04 19:53:00,2024-01-05 00:50:00,53,297,4,69.4,0,2024-01-04
10078,phd_choi,PhD,cv_training,gpu-a100,2024-01-04 00:00:00,2024-01-04 01:18:00,2024-01-04 04:54:00,78,216,2,87.7,0,2024-01-04
10079,phd_choi,PhD,cv_training,gpu-v100,2024-01-04 07:00:00,2024-01-04 10:25:00,2024-01-04 13:56:00,205,211,1,94.4,0,2024-01-04
10080,prof_kim,PI,inference_test,gpu-v100,2024-01-05 13:00:00,2024-01-05 13:27:00,2024-01-05 18:16:00,27,289,1,14.0,0,2024-01-05
10081,phd_lee,PhD,llm_training,gpu-a100,2024-01-05 02:00:00,2024-01-05 05:57:00,2024-01-05 06:52:00,237,55,4,73.2,0,2024-01-05
10082,phd_lee,PhD,llm_training,gpu-a100,2024-01-05 01:00:00,2024-01-05 03:15:00,2024-01-05 05:20:00,135,125,2,98.6,0,2024-01-05
10083,prof_kim,PI,hyperparameter,gpu-v100,2024-01-05 03:00:00,2024-01-05 06:20:00,2024-01-05 11:08:00,200,288,1,79.0,0,2024-01-05
10084,phd_lee,PhD,llm_training,gpu-v100,2024-01-05 03:00:00,2024-01-05 03:08:00,2024-01-05 07:49:00,8,281,1,57.1,0,2024-01-05
10085,prof_kim,PI,llm_training,gpu-a100,2024-01-05 11:00:00,2024-01-05 13:50:00,2024-01-05 21:32:00,170,462,4,71.1,0,2024-01-05
10086,visitor_chen,Visitor,nlp_finetuning,gpu-a100,2024-01-05 17:00:00,2024-01-05 19:58:00,2024-01-06 01:14:00,178,316,1,35.7,1,2024-01-05
10087,phd_park,PhD,nlp_finetuning,gpu-a100,2024-01-05 15:00:00,2024-01-05 17:55:00,2024-01-06 01:11:00,175,436,2,72.2,0,2024-01-05
10088,ms_han,Masters,interactive,gpu-rtx,2024-01-05 08:00:00,2024-01-05 10:21:00,2024-01-05 18:11:00,141,470,1,7.0,0,2024-01-05
10089,phd_choi,PhD,interactive,gpu-v100,2024-01-05 10:00:00,2024-01-05 11:58:00,2024-01-05 18:53:00,118,415,1,6.3,0,2024-01-05
10090,phd_park,PhD,nlp_finetuning,gpu-v100,2024-01-05 06:00:00,2024-01-05 09:01:00,2024-01-05 10:49:00,181,108,1,73.5,0,2024-01-05
10091,phd_choi,PhD,cv_training,gpu-a100,2024-01-05 16:00:00,2024-01-05 16:09:00,2024-01-05 22:03:00,9,354,1,66.1,0,2024-01-05
10092,phd_choi,PhD,nlp_finetuning,gpu-a100,2024-01-05 04:00:00,2024-01-05 05:33:00,2024-01-05 10:49:00,93,316,4,50.5,0,2024-01-05
10093,phd_lee,PhD,interactive,gpu-v100,2024-01-05 21:00:00,2024-01-06 00:00:00,2024-01-06 05:53:00,180,353,1,0.0,0,2024-01-05
10094,prof_kim,PI,llm_training,gpu-a100,2024-01-05 11:00:00,2024-01-05 12:48:00,2024-01-05 13:47:00,108,59,2,93.4,0,2024-01-05
10095,phd_lee,PhD,inference_test,gpu-a100,2024-01-05 19:00:00,2024-01-05 20:31:00,2024-01-05 22:49:00,91,138,1,0.0,1,2024-01-05
10096,phd_lee,PhD,cv_training,gpu-a100,2024-01-05 12:00:00,2024-01-05 13:07:00,2024-01-05 20:43:00,67,456,2,53.4,0,2024-01-05
10097,phd_lee,PhD,interactive,gpu-a100,2024-01-05 07:00:00,2024-01-05 07:22:00,2024-01-05 15:09:00,22,467,1,9.1,1,2024-01-05
10098,phd_park,PhD,inference_test,gpu-a100,2024-01-05 12:00:00,2024-01-05 15:00:00,2024-01-05 22:16:00,180,436,2,25.7,0,2024-01-05
10099,ms_jung,Masters,cv_training,gpu-v100,2024-01-05 07:00:00,2024-01-05 07:06:00,2024-01-05 11:44:00,6,278,1,53.0,0,2024-01-05
10100,phd_choi,PhD,inference_test,gpu-a100,2024-01-06 09:00:00,2024-01-06 12:22:00,2024-01-06 13:54:00,202,92,4,9.3,0,2024-01-06
10101,ms_han,Masters,llm_training,gpu-v100,2024-01-06 00:00:00,2024-01-06 03:52:00,2024-01-06 09:59:00,232,367,1,71.0,0,2024-01-06
10102,phd_choi,PhD,cv_training,gpu-a100,2024-01-06 05:00:00,2024-01-06 06:47:00,2024-01-06 12:55:00,107,368,1,93.6,0,2024-01-06
10103,phd_choi,PhD,interactive,gpu-a100,2024-01-06 21:00:00,2024-01-06 22:47:00,2024-01-07 01:14:00,107,147,4,28.2,0,2024-01-06
10104,phd_lee,PhD,hyperparameter,gpu-a100,2024-01-06 15:00:00,2024-01-06 17:53:00,2024-01-06 21:30:00,173,217,2,71.8,1,2024-01-06
10105,phd_lee,PhD,llm_training,gpu-a100,2024-01-07 23:00:00,2024-01-08 00:15:00,2024-01-08 07:29:00,75,434,2,82.9,1,2024-01-07
10106,ms_jung,Masters,llm_training,gpu-v100,2024-01-07 10:00:00,2024-01-07 11:09:00,2024-01-07 16:30:00,69,321,1,77.2,0,2024-01-07
10107,phd_choi,PhD,nlp_finetuning,gpu-rtx,2024-01-07 21:00:00,2024-01-07 21:22:00,2024-01-08 01:00:00,22,218,1,58.1,0,2024-01-07
10108,undergrad_oh,Undergrad,inference_test,gpu-a100,2024-01-07 08:00:00,2024-01-07 08:23:00,2024-01-07 09:32:00,23,69,4,0.0,0,2024-01-07
10109,phd_park,PhD,cv_training,gpu-a100,2024-01-07 21:00:00,2024-01-07 22:32:00,2024-01-08 01:50:00,92,198,2,92.7,0,2024-01-07
10110,prof_kim,PI,interactive,gpu-a100,2024-01-08 18:00:00,2024-01-08 20:56:00,2024-01-08 22:12:00,176,76,4,5.1,0,2024-01-08
10111,undergrad_lim,Undergrad,hyperparameter,gpu-rtx,2024-01-08 18:00:00,2024-01-08 18:59:00,2024-01-09 00:31:00,59,332,1,44.4,0,2024-01-08
10112,undergrad_lim,Undergrad,llm_training,gpu-rtx,2024-01-08 11:00:00,2024-01-08 14:31:00,2024-01-08 16:35:00,211,124,1,79.4,0,2024-01-08
10113,phd_lee,PhD,cv_training,gpu-rtx,2024-01-08 04:00:00,2024-01-08 04:09:00,2024-01-08 06:48:00,9,159,1,44.1,0,2024-01-08
10114,prof_kim,PI,inference_test,gpu-a100,2024-01-08 21:00:00,2024-01-08 21:08:00,2024-01-08 22:14:00,8,66,4,15.0,0,2024-01-08
10115,undergrad_lim,Undergrad,hyperparameter,gpu-v100,2024-01-08 15:00:00,2024-01-08 15:29:00,2024-01-08 17:08:00,29,99,1,21.2,0,2024-01-08
10116,ms_jung,Masters,nlp_finetuning,gpu-a100,2024-01-08 06:00:00,2024-01-08 08:31:00,2024-01-08 11:05:00,151,154,2,34.1,0,2024-01-08
10117,prof_kim,PI,llm_training,gpu-a100,2024-01-08 19:00:00,2024-01-08 20:48:00,2024-01-09 01:14:00,108,266,4,54.4,0,2024-01-08
10118,ms_han,Masters,cv_training,gpu-a100,2024-01-08 14:00:00,2024-01-08 15:48:00,2024-01-08 16:36:00,108,48,4,77.3,0,2024-01-08
10119,ms_jung,Masters,llm_training,gpu-rtx,2024-01-08 15:00:00,2024-01-08 16:00:00,2024-01-08 17:07:00,60,67,1,78.6,0,2024-01-08
10120,phd_park,PhD,nlp_finetuning,gpu-a100,2024-01-08 15:00:00,2024-01-08 16:04:00,2024-01-08 17:14:00,64,70,4,64.4,0,2024-01-08
10121,phd_park,PhD,llm_training,gpu-a100,2024-01-08 05:00:00,2024-01-08 05:38:00,2024-01-08 09:52:00,38,254,2,100.0,0,2024-01-08
10122,prof_kim,PI,cv_training,gpu-a100,2024-01-08 00:00:00,2024-01-08 02:02:00,2024-01-08 05:25:00,122,203,4,91.5,0,2024-01-08
10123,phd_park,PhD,cv_training,gpu-a100,2024-01-08 17:00:00,2024-01-08 19:44:00,2024-01-09 00:17:00,164,273,4,100.0,0,2024-01-08
10124,phd_lee,PhD,llm_training,gpu-a100,2024-01-08 07:00:00,2024-01-08 10:40:00,2024-01-08 16:36:00,220,356,1,100.0,0,2024-01-08
10125,ms_han,Masters,nlp_finetuning,gpu-v100,2024-01-08 22:00:00,2024-01-09 01:02:00,2024-01-09 04:10:00,182,188,1,69.0,0,2024-01-08
10126,undergrad_oh,Undergrad,interactive,gpu-rtx,2024-01-08 20:00:00,2024-01-08 23:22:00,2024-01-09 03:07:00,202,225,1,11.4,0,2024-01-08
10127,phd_lee,PhD,llm_training,gpu-a100,2024-01-08 16:00:00,2024-01-08 18:57:00,2024-01-09 01:38:00,177,401,4,92.2,0,2024-01-08
10128,visitor_chen,Visitor,cv_training,gpu-v100,2024-01-08 05:00:00,2024-01-08 06:04:00,2024-01-08 07:37:00,64,93,1,73.6,0,2024-01-08
10129,ms_jung,Masters,inference_test,gpu-rtx,2024-01-08 18:00:00,2024-01-08 18:22:00,2024-01-08 21:52:00,22,210,1,8.9,0,2024-01-08
10130,phd_park,PhD,llm_training,gpu-a100,2024-01-09 12:00:00,2024-01-09 13:14:00,2024-01-09 16:08:00,74,174,4,85.3,0,2024-01-09
10131,prof_kim,PI,inference_test,gpu-v100,2024-01-09 09:00:00,2024-01-09 11:07:00,2024-01-09 11:40:00,127,33,1,38.0,0,2024-01-09
10132,phd_choi,PhD,llm_training,gpu-rtx,2024-01-09 17:00:00,2024-01-09 19:03:00,2024-01-09 22:55:00,123,232,1,83.8,0,2024-01-09
10133,phd_lee,PhD,llm_training,gpu-a100,2024-01-09 13:00:00,2024-01-09 15:12:00,2024-01-09 19:07:00,132,235,1,100.0,0,2024-01-09
10134,phd_park,PhD,llm_training,gpu-a100,2024-01-09 14:00:00,2024-01-09 15:24:00,2024-01-09 16:39:00,84,75,2,62.6,0,2024-01-09
10135,ms_han,Masters,hyperparameter,gpu-a100,2024-01-09 12:00:00,2024-01-09 15:52:00,2024-01-09 19:19:00,232,207,2,62.0,0,2024-01-09
10136,prof_kim,PI,llm_training,gpu-v100,2024-01-09 01:00:00,2024-01-09 02:10:00,2024-01-09 09:59:00,70,469,1,100.0,1,2024-01-09
10137,ms_jung,Masters,hyperparameter,gpu-rtx,2024-01-09 07:00:00,2024-01-09 08:35:00,2024-01-09 11:46:00,95,191,1,34.8,0,2024-01-09
10138,prof_kim,PI,llm_training,gpu-a100,2024-01-09 18:00:00,2024-01-09 21:14:00,2024-01-10 01:01:00,194,227,1,100.0,0,2024-01-09
10139,ms_han,Masters,llm_training,gpu-v100,2024-01-09 05:00:00,2024-01-09 07:03:00,2024-01-09 11:18:00,123,255,1,95.4,0,2024-01-09
10140,visitor_wang,Visitor,llm_training,gpu-a100,2024-01-09 18:00:00,2024-01-09 20:51:00,2024-01-10 00:24:00,171,213,1,75.3,0,2024-01-09
10141,prof_kim,PI,hyperparameter,gpu-a100,2024-01-09 07:00:00,2024-01-09 08:27:00,2024-01-09 10:42:00,87,135,1,33.0,0,2024-01-09
10142,prof_kim,PI,cv_training,gpu-rtx,2024-01-09 14:00:00,2024-01-09 17:09:00,2024-01-09 17:43:00,189,34,1,61.6,0,2024-01-09
10143,undergrad_oh,Undergrad,hyperparameter,gpu-a100,2024-01-09 05:00:00,2024-01-09 07:20:00,2024-01-09 09:12:00,140,112,2,6.0,0,2024-01-09
10144,ms_jung,Masters,cv_training,gpu-v100,2024-01-09 06:00:00,2024-01-09 07:54:00,2024-01-09 10:57:00,114,183,1,52.0,0,2024-01-09
10145,phd_park,PhD,cv_training,gpu-a100,2024-01-09 19:00:00,2024-01-09 20:19:00,2024-01-10 01:17:00,79,298,4,98.3,0,2024-01-09
10146,undergrad_oh,Undergrad,llm_training,gpu-a100,2024-01-09 18:00:00,2024-01-09 21:20:00,2024-01-10 00:41:00,200,201,4,73.4,0,2024-01-09
10147,phd_choi,PhD,nlp_finetuning,gpu-a100,2024-01-09 09:00:00,2024-01-09 10:50:00,2024-01-09 16:56:00,110,366,2,49.9,0,2024-01-09
10148,phd_lee,PhD,nlp_finetuning,gpu-a100,2024-01-09 10:00:00,2024-01-09 13:17:00,2024-01-09 16:01:00,197,164,1,37.9,0,2024-01-09
10149,phd_lee,PhD,inference_test,gpu-rtx,2024-01-09 22:00:00,2024-01-09 23:10:00,2024-01-10 06:22:00,70,432,1,30.8,0,2024-01-09
10150,phd_choi,PhD,nlp_finetuning,gpu-a100,2024-01-10 12:00:00,2024-01-10 14:30:00,2024-01-10 20:08:00,150,338,4,47.2,0,2024-01-10
10151,phd_lee,PhD,hyperparameter,gpu-rtx,2024-01-10 19:00:00,2024-01-10 20:07:00,2024-01-11 03:43:00,67,456,1,10.9,0,2024-01-10
10152,prof_kim,PI,llm_training,gpu-rtx,2024-01-10 09:00:00,2024-01-10 10:02:00,2024-01-10 15:26:00,62,324,1,100.0,0,2024-01-10
10153,prof_kim,PI,llm_training,gpu-a100,2024-01-10 16:00:00,2024-01-10 19:19:00,2024-01-11 01:35:00,199,376,4,97.6,0,2024-01-10
10154,ms_han,Masters,nlp_finetuning,gpu-a100,2024-01-10 07:00:00,2024-01-10 07:17:00,2024-01-10 12:50:00,17,333,1,61.2,0,2024-01-10
10155,phd_park,PhD,llm_training,gpu-a100,2024-01-10 19:00:00,2024-01-10 22:10:00,2024-01-11 02:44:00,190,274,1,76.4,0,2024-01-10
10156,phd_choi,PhD,llm_training,gpu-a100,2024-01-10 17:00:00,2024-01-10 19:49:00,2024-01-11 02:53:00,169,424,4,91.8,0,2024-01-10
10157,undergrad_oh,Undergrad,cv_training,gpu-v100,2024-01-10 08:00:00,2024-01-10 08:30:00,2024-01-10 11:07:00,30,157,1,92.9,0,2024-01-10
10158,phd_park,PhD,hyperparameter,gpu-a100,2024-01-10 18:00:00,2024-01-10 19:59:00,2024-01-10 21:35:00,119,96,1,73.5,0,2024-01-10
10159,phd_choi,PhD,cv_training,gpu-a100,2024-01-10 15:00:00,2024-01-10 18:19:00,2024-01-10 19:11:00,199,52,2,96.6,0,2024-01-10
10160,ms_han,Masters,cv_training,gpu-a100,2024-01-10 16:00:00,2024-01-10 17:34:00,2024-01-10 19:42:00,94,128,1,84.4,0,2024-01-10
10161,phd_choi,PhD,hyperparameter,gpu-a100,2024-01-10 13:00:00,2024-01-10 14:39:00,2024-01-10 18:01:00,99,202,2,44.6,0,2024-01-10
10162,phd_lee,PhD,llm_training,gpu-v100,2024-01-10 04:00:00,2024-01-10 07:44:00,2024-01-10 14:52:00,224,428,1,67.8,0,2024-01-10
10163,phd_choi,PhD,llm_training,gpu-a100,2024-01-10 01:00:00,2024-01-10 02:22:00,2024-01-10 05:14:00,82,172,4,100.0,0,2024-01-10
