timestamp,gpu_id,gpu_model,gpu_util_pct,memory_util_pct,power_watt,temp_celsius,cost_per_hr,job_type,datacenter_region,hourly_cost
2024-01-01 05:00:00,gpu-a100-07,A100,2.0,5.0,68.4,30.3,2.1,idle,us-east-1,2.1
2024-01-01 05:00:00,gpu-a100-08,A100,5.7,5.1,86.4,32.8,2.1,idle,us-east-1,2.1
2024-01-01 05:00:00,gpu-v100-01,V100,13.7,6.0,84.3,35.7,1.43,idle,us-east-1,1.43
2024-01-01 05:00:00,gpu-v100-02,V100,9.6,5.0,84.6,38.4,1.43,idle,us-east-1,1.43
2024-01-01 05:00:00,gpu-v100-03,V100,2.0,5.0,46.2,31.0,1.43,idle,us-east-1,1.43
2024-01-01 05:00:00,gpu-v100-04,V100,4.6,5.0,56.3,36.3,1.43,idle,us-east-1,1.43
2024-01-01 05:00:00,gpu-v100-05,V100,2.9,5.0,44.7,34.9,1.43,idle,us-east-1,1.43
2024-01-01 05:00:00,gpu-v100-06,V100,2.0,5.0,54.7,33.2,1.43,idle,us-east-1,1.43
2024-01-01 05:00:00,gpu-v100-07,V100,2.0,5.0,42.9,30.0,1.43,idle,us-east-1,1.43
2024-01-01 05:00:00,gpu-v100-08,V100,2.0,7.7,50.5,31.6,1.43,idle,us-east-1,1.43
2024-01-01 06:00:00,gpu-a100-01,A100,34.2,13.2,167.2,47.8,2.1,inference,us-east-1,2.1
2024-01-01 06:00:00,gpu-a100-02,A100,30.9,27.6,163.4,46.6,2.1,inference,us-east-1,2.1
2024-01-01 06:00:00,gpu-a100-03,A100,25.3,22.8,144.9,44.1,2.1,inference,us-east-1,2.1
2024-01-01 06:00:00,gpu-a100-04,A100,23.3,20.9,135.8,49.3,2.1,idle,us-east-1,2.1
2024-01-01 06:00:00,gpu-a100-05,A100,17.6,5.0,117.3,38.6,2.1,idle,us-east-1,2.1
2024-01-01 06:00:00,gpu-a100-06,A100,4.2,5.4,71.4,33.6,2.1,idle,us-east-1,2.1
2024-01-01 06:00:00,gpu-a100-07,A100,6.7,5.0,65.1,38.3,2.1,idle,us-east-1,2.1
2024-01-01 06:00:00,gpu-a100-08,A100,3.8,5.0,69.7,34.6,2.1,idle,us-east-1,2.1
2024-01-01 06:00:00,gpu-v100-01,V100,21.3,17.9,92.5,41.9,1.43,idle,us-east-1,1.43
2024-01-01 06:00:00,gpu-v100-02,V100,24.1,18.1,109.1,42.1,1.43,idle,us-east-1,1.43
2024-01-01 06:00:00,gpu-v100-03,V100,17.3,19.4,92.1,44.4,1.43,idle,us-east-1,1.43
2024-01-01 06:00:00,gpu-v100-04,V100,17.2,5.0,104.0,44.7,1.43,idle,us-east-1,1.43
2024-01-01 06:00:00,gpu-v100-05,V100,8.3,21.5,65.6,36.6,1.43,idle,us-east-1,1.43
2024-01-01 06:00:00,gpu-v100-06,V100,4.5,5.0,62.4,35.5,1.43,idle,us-east-1,1.43
2024-01-01 06:00:00,gpu-v100-07,V100,8.1,5.0,76.4,35.9,1.43,idle,us-east-1,1.43
2024-01-01 06:00:00,gpu-v100-08,V100,2.0,5.0,58.9,32.0,1.43,idle,us-east-1,1.43
2024-01-01 07:00:00,gpu-a100-01,A100,22.1,10.3,121.8,40.2,2.1,idle,us-east-1,2.1
2024-01-01 07:00:00,gpu-a100-02,A100,25.2,19.2,159.0,44.4,2.1,inference,us-east-1,2.1
2024-01-01 07:00:00,gpu-a100-03,A100,9.5,18.9,92.0,39.8,2.1,idle,us-east-1,2.1
2024-01-01 07:00:00,gpu-a100-04,A100,24.6,35.6,134.9,45.0,2.1,idle,us-east-1,2.1
2024-01-01 07:00:00,gpu-a100-05,A100,14.7,8.7,109.9,38.3,2.1,idle,us-east-1,2.1
2024-01-01 07:00:00,gpu-a100-06,A100,9.7,6.4,88.6,40.8,2.1,idle,us-east-1,2.1
2024-01-01 07:00:00,gpu-a100-07,A100,2.0,5.0,75.5,32.1,2.1,idle,us-east-1,2.1
2024-01-01 07:00:00,gpu-a100-08,A100,2.0,7.3,60.6,36.2,2.1,idle,us-east-1,2.1
2024-01-01 07:00:00,gpu-v100-01,V100,49.8,43.8,163.0,55.3,1.43,inference,us-east-1,1.43
2024-01-01 07:00:00,gpu-v100-02,V100,20.0,17.8,94.1,43.0,1.43,idle,us-east-1,1.43
2024-01-01 07:00:00,gpu-v100-03,V100,26.5,11.7,104.5,50.2,1.43,inference,us-east-1,1.43
2024-01-01 07:00:00,gpu-v100-04,V100,11.3,13.8,67.2,34.3,1.43,idle,us-east-1,1.43
2024-01-01 07:00:00,gpu-v100-05,V100,10.0,14.1,53.2,37.1,1.43,idle,us-east-1,1.43
2024-01-01 07:00:00,gpu-v100-06,V100,28.6,15.3,128.6,48.7,1.43,inference,us-east-1,1.43
2024-01-01 07:00:00,gpu-v100-07,V100,3.0,5.0,51.1,31.6,1.43,idle,us-east-1,1.43
2024-01-01 07:00:00,gpu-v100-08,V100,2.3,8.1,43.1,34.4,1.43,idle,us-east-1,1.43
2024-01-01 08:00:00,gpu-a100-01,A100,30.4,13.9,171.2,44.6,4.1,inference,us-east-1,4.1
2024-01-01 08:00:00,gpu-a100-02,A100,23.4,20.3,139.8,42.3,4.1,idle,us-east-1,4.1
2024-01-01 08:00:00,gpu-a100-03,A100,21.4,11.7,121.4,45.7,4.1,idle,us-east-1,4.1
2024-01-01 08:00:00,gpu-a100-04,A100,69.3,51.7,316.7,69.8,4.1,training,us-east-1,4.1
2024-01-01 08:00:00,gpu-a100-05,A100,12.8,17.4,104.4,36.9,4.1,idle,us-east-1,4.1
2024-01-01 08:00:00,gpu-a100-06,A100,9.7,12.2,107.1,35.6,4.1,idle,us-east-1,4.1
2024-01-01 08:00:00,gpu-a100-07,A100,6.1,5.0,88.5,34.6,4.1,idle,us-east-1,4.1
2024-01-01 08:00:00,gpu-a100-08,A100,2.6,5.0,73.7,34.9,4.1,idle,us-east-1,4.1
2024-01-01 08:00:00,gpu-v100-01,V100,26.8,21.6,122.1,41.8,2.8,inference,us-east-1,2.8
2024-01-01 08:00:00,gpu-v100-02,V100,23.8,13.1,107.4,47.0,2.8,idle,us-east-1,2.8
2024-01-01 08:00:00,gpu-v100-03,V100,19.1,21.3,99.1,40.6,2.8,idle,us-east-1,2.8
2024-01-01 08:00:00,gpu-v100-04,V100,16.1,14.5,82.3,39.2,2.8,idle,us-east-1,2.8
2024-01-01 08:00:00,gpu-v100-05,V100,10.1,16.9,63.5,37.7,2.8,idle,us-east-1,2.8
2024-01-01 08:00:00,gpu-v100-06,V100,7.3,6.5,51.7,38.5,2.8,idle,us-east-1,2.8
2024-01-01 08:00:00,gpu-v100-07,V100,2.0,5.0,61.4,36.7,2.8,idle,us-east-1,2.8
2024-01-01 08:00:00,gpu-v100-08,V100,6.5,5.0,57.4,33.1,2.8,idle,us-east-1,2.8
2024-01-01 09:00:00,gpu-a100-01,A100,75.4,61.6,310.3,71.8,4.1,training,us-east-1,4.1
2024-01-01 09:00:00,gpu-a100-02,A100,87.7,77.8,350.1,77.1,4.1,training,us-east-1,4.1
2024-01-01 09:00:00,gpu-a100-03,A100,24.6,21.1,148.9,46.0,4.1,idle,us-east-1,4.1
2024-01-01 09:00:00,gpu-a100-04,A100,76.7,59.2,340.5,70.5,4.1,training,us-east-1,4.1
2024-01-01 09:00:00,gpu-a100-05,A100,39.9,41.2,205.0,51.3,4.1,inference,us-east-1,4.1
2024-01-01 09:00:00,gpu-a100-06,A100,25.5,22.1,150.5,41.5,4.1,inference,us-east-1,4.1
2024-01-01 09:00:00,gpu-a100-07,A100,16.6,10.0,131.0,39.7,4.1,idle,us-east-1,4.1
2024-01-01 09:00:00,gpu-a100-08,A100,8.9,6.2,92.8,34.6,4.1,idle,us-east-1,4.1
2024-01-01 09:00:00,gpu-v100-01,V100,60.5,46.5,193.4,64.0,2.8,training,us-east-1,2.8
2024-01-01 09:00:00,gpu-v100-02,V100,61.9,47.8,212.4,66.8,2.8,training,us-east-1,2.8
2024-01-01 09:00:00,gpu-v100-03,V100,22.3,21.8,116.5,46.3,2.8,idle,us-east-1,2.8
2024-01-01 09:00:00,gpu-v100-04,V100,48.0,47.6,171.3,58.6,2.8,inference,us-east-1,2.8
2024-01-01 09:00:00,gpu-v100-05,V100,17.5,16.6,90.8,40.1,2.8,idle,us-east-1,2.8
2024-01-01 09:00:00,gpu-v100-06,V100,37.8,31.2,151.7,51.9,2.8,inference,us-east-1,2.8
2024-01-01 09:00:00,gpu-v100-07,V100,9.3,9.2,57.8,35.8,2.8,idle,us-east-1,2.8
2024-01-01 09:00:00,gpu-v100-08,V100,6.6,6.5,62.2,36.5,2.8,idle,us-east-1,2.8
2024-01-01 10:00:00,gpu-a100-01,A100,80.8,55.4,331.4,76.4,4.1,training,us-east-1,4.1
2024-01-01 10:00:00,gpu-a100-02,A100,75.0,63.7,316.0,69.7,4.1,training,us-east-1,4.1
2024-01-01 10:00:00,gpu-a100-03,A100,70.3,47.4,282.6,67.5,4.1,training,us-east-1,4.1
2024-01-01 10:00:00,gpu-a100-04,A100,67.6,62.2,288.5,70.4,4.1,training,us-east-1,4.1
2024-01-01 10:00:00,gpu-a100-05,A100,41.3,26.5,191.1,57.6,4.1,inference,us-east-1,4.1
2024-01-01 10:00:00,gpu-a100-06,A100,30.7,25.6,162.7,47.4,4.1,inference,us-east-1,4.1
2024-01-01 10:00:00,gpu-a100-07,A100,14.9,13.8,107.8,39.1,4.1,idle,us-east-1,4.1
2024-01-01 10:00:00,gpu-a100-08,A100,10.1,5.0,100.2,38.1,4.1,idle,us-east-1,4.1
2024-01-01 10:00:00,gpu-v100-01,V100,74.8,63.6,239.7,69.0,2.8,training,us-east-1,2.8
2024-01-01 10:00:00,gpu-v100-02,V100,55.3,35.8,183.4,62.1,2.8,inference,us-east-1,2.8
2024-01-01 10:00:00,gpu-v100-03,V100,52.2,41.8,186.1,57.4,2.8,inference,us-east-1,2.8
2024-01-01 10:00:00,gpu-v100-04,V100,53.9,46.4,178.5,61.2,2.8,inference,us-east-1,2.8
2024-01-01 10:00:00,gpu-v100-05,V100,17.9,29.1,86.1,41.3,2.8,idle,us-east-1,2.8
2024-01-01 10:00:00,gpu-v100-06,V100,40.1,31.4,161.5,51.1,2.8,inference,us-east-1,2.8
2024-01-01 10:00:00,gpu-v100-07,V100,4.0,5.0,52.9,35.5,2.8,idle,us-east-1,2.8
2024-01-01 10:00:00,gpu-v100-08,V100,9.2,7.9,75.9,35.2,2.8,idle,us-east-1,2.8
2024-01-01 11:00:00,gpu-a100-01,A100,86.6,77.3,357.5,75.7,4.1,training,us-east-1,4.1
2024-01-01 11:00:00,gpu-a100-02,A100,86.2,81.1,354.7,77.3,4.1,training,us-east-1,4.1
2024-01-01 11:00:00,gpu-a100-03,A100,67.3,58.3,284.9,65.6,4.1,training,us-east-1,4.1
2024-01-01 11:00:00,gpu-a100-04,A100,74.9,61.6,331.6,71.2,4.1,training,us-east-1,4.1
2024-01-01 11:00:00,gpu-a100-05,A100,44.1,34.6,201.6,50.7,4.1,inference,us-east-1,4.1
2024-01-01 11:00:00,gpu-a100-06,A100,29.2,16.6,164.4,43.5,4.1,inference,us-east-1,4.1
2024-01-01 11:00:00,gpu-a100-07,A100,12.7,16.9,111.5,38.5,4.1,idle,us-east-1,4.1
2024-01-01 11:00:00,gpu-a100-08,A100,7.5,15.0,92.5,39.3,4.1,idle,us-east-1,4.1
2024-01-01 11:00:00,gpu-v100-01,V100,64.6,49.7,212.9,63.9,2.8,training,us-east-1,2.8
2024-01-01 11:00:00,gpu-v100-02,V100,61.9,55.4,212.2,57.1,2.8,training,us-east-1,2.8
2024-01-01 11:00:00,gpu-v100-03,V100,60.1,41.5,184.2,66.1,2.8,training,us-east-1,2.8
2024-01-01 11:00:00,gpu-v100-04,V100,43.3,36.0,158.2,51.3,2.8,inference,us-east-1,2.8
2024-01-01 11:00:00,gpu-v100-05,V100,21.0,26.2,94.6,45.0,2.8,idle,us-east-1,2.8
2024-01-01 11:00:00,gpu-v100-06,V100,11.0,7.1,70.1,42.9,2.8,idle,us-east-1,2.8
2024-01-01 11:00:00,gpu-v100-07,V100,8.1,5.1,69.2,35.7,2.8,idle,us-east-1,2.8
2024-01-01 11:00:00,gpu-v100-08,V100,4.8,8.3,56.9,34.3,2.8,idle,us-east-1,2.8
2024-01-01 12:00:00,gpu-a100-01,A100,82.5,73.2,324.6,75.8,4.1,training,us-east-1,4.1
2024-01-01 12:00:00,gpu-a100-02,A100,84.2,75.7,323.2,73.2,4.1,training,us-east-1,4.1
2024-01-01 12:00:00,gpu-a100-03,A100,74.5,57.3,304.8,75.5,4.1,training,us-east-1,4.1
2024-01-01 12:00:00,gpu-a100-04,A100,73.9,61.5,312.8,71.3,4.1,training,us-east-1,4.1
2024-01-01 12:00:00,gpu-a100-05,A100,50.1,47.7,229.8,61.0,4.1,inference,us-east-1,4.1
2024-01-01 12:00:00,gpu-a100-06,A100,29.9,26.3,152.6,45.7,4.1,inference,us-east-1,4.1
2024-01-01 12:00:00,gpu-a100-07,A100,11.8,19.4,102.8,39.3,4.1,idle,us-east-1,4.1
2024-01-01 12:00:00,gpu-a100-08,A100,7.3,9.5,92.4,37.5,4.1,idle,us-east-1,4.1
2024-01-01 12:00:00,gpu-v100-01,V100,66.4,53.4,225.3,66.6,2.8,training,us-east-1,2.8
2024-01-01 12:00:00,gpu-v100-02,V100,56.6,40.4,177.7,56.0,2.8,inference,us-east-1,2.8
2024-01-01 12:00:00,gpu-v100-03,V100,52.2,52.6,167.5,61.7,2.8,inference,us-east-1,2.8
2024-01-01 12:00:00,gpu-v100-04,V100,42.5,19.9,171.5,59.8,2.8,inference,us-east-1,2.8
2024-01-01 12:00:00,gpu-v100-05,V100,13.8,19.6,67.1,40.6,2.8,idle,us-east-1,2.8
2024-01-01 12:00:00,gpu-v100-06,V100,13.8,15.9,87.0,39.9,2.8,idle,us-east-1,2.8
2024-01-01 12:00:00,gpu-v100-07,V100,7.3,5.0,63.1,35.1,2.8,idle,us-east-1,2.8
2024-01-01 12:00:00,gpu-v100-08,V100,2.0,5.0,49.3,36.5,2.8,idle,us-east-1,2.8
2024-01-01 13:00:00,gpu-a100-01,A100,88.0,66.3,346.7,77.2,4.1,training,us-east-1,4.1
2024-01-01 13:00:00,gpu-a100-02,A100,81.4,63.2,329.1,75.1,4.1,training,us-east-1,4.1
2024-01-01 13:00:00,gpu-a100-03,A100,62.0,52.1,274.2,67.6,4.1,training,us-east-1,4.1
2024-01-01 13:00:00,gpu-a100-04,A100,75.8,62.4,314.1,71.5,4.1,training,us-east-1,4.1
2024-01-01 13:00:00,gpu-a100-05,A100,39.6,25.0,189.5,50.9,4.1,inference,us-east-1,4.1
2024-01-01 13:00:00,gpu-a100-06,A100,25.8,17.2,155.0,46.1,4.1,inference,us-east-1,4.1
2024-01-01 13:00:00,gpu-a100-07,A100,9.5,11.6,109.4,38.0,4.1,idle,us-east-1,4.1
2024-01-01 13:00:00,gpu-a100-08,A100,40.3,23.8,195.9,53.6,4.1,inference,us-east-1,4.1
2024-01-01 13:00:00,gpu-v100-01,V100,75.9,64.8,225.2,69.6,2.8,training,us-east-1,2.8
2024-01-01 13:00:00,gpu-v100-02,V100,54.9,46.8,169.6,59.2,2.8,inference,us-east-1,2.8
2024-01-01 13:00:00,gpu-v100-03,V100,47.9,32.6,171.5,55.1,2.8,inference,us-east-1,2.8
2024-01-01 13:00:00,gpu-v100-04,V100,42.9,31.4,152.8,56.1,2.8,inference,us-east-1,2.8
2024-01-01 13:00:00,gpu-v100-05,V100,21.1,10.3,99.7,39.9,2.8,idle,us-east-1,2.8
2024-01-01 13:00:00,gpu-v100-06,V100,14.1,12.1,96.5,37.6,2.8,idle,us-east-1,2.8
2024-01-01 13:00:00,gpu-v100-07,V100,4.0,12.8,60.3,33.3,2.8,idle,us-east-1,2.8
2024-01-01 13:00:00,gpu-v100-08,V100,8.9,5.0,58.1,33.1,2.8,idle,us-east-1,2.8
2024-01-01 14:00:00,gpu-a100-01,A100,82.5,63.1,346.7,75.5,4.1,training,us-east-1,4.1
2024-01-01 14:00:00,gpu-a100-02,A100,74.7,54.8,316.9,68.6,4.1,training,us-east-1,4.1
2024-01-01 14:00:00,gpu-a100-03,A100,67.0,49.9,285.9,62.8,4.1,training,us-east-1,4.1
2024-01-01 14:00:00,gpu-a100-04,A100,87.9,73.6,349.9,77.7,4.1,training,us-east-1,4.1
2024-01-01 14:00:00,gpu-a100-05,A100,40.7,30.7,202.1,56.1,4.1,inference,us-east-1,4.1
2024-01-01 14:00:00,gpu-a100-06,A100,29.7,17.2,165.8,46.6,4.1,inference,us-east-1,4.1
2024-01-01 14:00:00,gpu-a100-07,A100,8.9,5.9,100.7,37.1,4.1,idle,us-east-1,4.1
2024-01-01 14:00:00,gpu-a100-08,A100,15.4,5.0,109.9,40.2,4.1,idle,us-east-1,4.1
2024-01-01 14:00:00,gpu-v100-01,V100,66.0,57.1,205.3,66.4,2.8,training,us-east-1,2.8
2024-01-01 14:00:00,gpu-v100-02,V100,53.1,45.2,175.1,57.6,2.8,inference,us-east-1,2.8
2024-01-01 14:00:00,gpu-v100-03,V100,57.4,42.9,181.1,61.7,2.8,inference,us-east-1,2.8
2024-01-01 14:00:00,gpu-v100-04,V100,43.0,37.1,151.3,52.8,2.8,inference,us-east-1,2.8
2024-01-01 14:00:00,gpu-v100-05,V100,18.0,5.6,85.2,43.7,2.8,idle,us-east-1,2.8
2024-01-01 14:00:00,gpu-v100-06,V100,13.5,10.3,97.7,41.5,2.8,idle,us-east-1,2.8
2024-01-01 14:00:00,gpu-v100-07,V100,5.5,9.8,49.6,36.8,2.8,idle,us-east-1,2.8
